wow;love;sentimentPreprocessRuntime;angry;sad;message;kerasPreprocessed;flinkClassifyRecievedAt;id;flinkPreprocesEnd;kafkaCreatedTime;sentimentClassifyRuntime;flinkPreprocesRecievedAt;flinkClassifyEnd;sentiment;haha
29;1169;1177374;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.707;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.360;2017-12-01T15:50:25.605175;22034233;2017-12-01T14:50:26.359;2017-12-01T14:50:28.729;1.5;136
29;1169;1194954;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.729;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.362;2017-12-01T15:50:25.605203;21906842;2017-12-01T14:50:26.360;2017-12-01T14:50:28.751;1.5;136
29;1169;1287172;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.751;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.363;2017-12-01T15:50:25.605234;21877335;2017-12-01T14:50:26.362;2017-12-01T14:50:28.773;1.5;136
29;1169;1185151;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.773;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.365;2017-12-01T15:50:25.605261;21903100;2017-12-01T14:50:26.364;2017-12-01T14:50:28.795;1.5;136
29;1169;1180199;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.795;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.366;2017-12-01T15:50:25.605288;21844937;2017-12-01T14:50:26.365;2017-12-01T14:50:28.818;1.5;136
29;1169;1216412;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.818;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.368;2017-12-01T15:50:25.605319;21933325;2017-12-01T14:50:26.367;2017-12-01T14:50:28.840;1.5;136
29;1169;1241904;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.840;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.370;2017-12-01T15:50:25.605346;22097925;2017-12-01T14:50:26.368;2017-12-01T14:50:28.862;1.5;136
29;1169;1188829;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.862;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.371;2017-12-01T15:50:25.605374;22005279;2017-12-01T14:50:26.370;2017-12-01T14:50:28.884;1.5;136
29;1169;1182419;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.884;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.373;2017-12-01T15:50:25.605404;22042007;2017-12-01T14:50:26.371;2017-12-01T14:50:28.907;1.5;136
29;1169;1211790;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.907;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.374;2017-12-01T15:50:25.605432;22186478;2017-12-01T14:50:26.373;2017-12-01T14:50:28.929;1.5;136
29;1169;1171700;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.929;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.376;2017-12-01T15:50:25.605463;22035012;2017-12-01T14:50:26.374;2017-12-01T14:50:28.952;1.5;136
29;1169;1199418;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.952;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.377;2017-12-01T15:50:25.605491;21941020;2017-12-01T14:50:26.376;2017-12-01T14:50:28.974;1.5;136
29;1169;1171215;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.974;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.379;2017-12-01T15:50:25.605518;22162467;2017-12-01T14:50:26.378;2017-12-01T14:50:28.996;1.5;136
29;1169;1174828;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:28.996;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.380;2017-12-01T15:50:25.605549;22145417;2017-12-01T14:50:26.379;2017-12-01T14:50:29.019;1.5;136
29;1169;1194695;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.019;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.382;2017-12-01T15:50:25.605577;22125577;2017-12-01T14:50:26.381;2017-12-01T14:50:29.041;1.5;136
29;1169;1175529;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.041;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.383;2017-12-01T15:50:25.605604;21965161;2017-12-01T14:50:26.382;2017-12-01T14:50:29.063;1.5;136
29;1169;1172807;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.063;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.385;2017-12-01T15:50:25.605634;22013392;2017-12-01T14:50:26.384;2017-12-01T14:50:29.086;1.5;136
29;1169;1193531;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.086;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.386;2017-12-01T15:50:25.605662;22134105;2017-12-01T14:50:26.385;2017-12-01T14:50:29.108;1.5;136
29;1169;1180028;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.108;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.388;2017-12-01T15:50:25.605718;21743982;2017-12-01T14:50:26.387;2017-12-01T14:50:29.130;1.5;136
29;1169;1200651;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.130;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.389;2017-12-01T15:50:25.605747;21757665;2017-12-01T14:50:26.388;2017-12-01T14:50:29.152;1.5;136
29;1169;1185309;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.152;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.391;2017-12-01T15:50:25.605774;22073988;2017-12-01T14:50:26.390;2017-12-01T14:50:29.174;1.5;136
29;1169;1209980;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.175;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.392;2017-12-01T15:50:25.605805;21940746;2017-12-01T14:50:26.391;2017-12-01T14:50:29.197;1.5;136
29;1169;1240530;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.197;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.394;2017-12-01T15:50:25.605832;21929239;2017-12-01T14:50:26.393;2017-12-01T14:50:29.219;1.5;136
29;1169;1192356;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.219;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.396;2017-12-01T15:50:25.605860;22082701;2017-12-01T14:50:26.394;2017-12-01T14:50:29.241;1.5;136
29;1169;1195434;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.241;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.397;2017-12-01T15:50:25.605890;21905381;2017-12-01T14:50:26.396;2017-12-01T14:50:29.263;1.5;136
29;1169;1183108;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.264;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.399;2017-12-01T15:50:25.605918;22122367;2017-12-01T14:50:26.397;2017-12-01T14:50:29.286;1.5;136
29;1169;1203191;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.286;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.400;2017-12-01T15:50:25.605949;21934956;2017-12-01T14:50:26.399;2017-12-01T14:50:29.308;1.5;136
29;1169;1187851;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.308;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.402;2017-12-01T15:50:25.605977;22024221;2017-12-01T14:50:26.400;2017-12-01T14:50:29.330;1.5;136
29;1169;1181368;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.330;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.403;2017-12-01T15:50:25.606004;22241425;2017-12-01T14:50:26.402;2017-12-01T14:50:29.353;1.5;136
29;1169;1174752;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.353;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.405;2017-12-01T15:50:25.606035;22236685;2017-12-01T14:50:26.404;2017-12-01T14:50:29.375;1.5;136
29;1169;1194825;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.376;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.406;2017-12-01T15:50:25.606063;22269926;2017-12-01T14:50:26.405;2017-12-01T14:50:29.398;1.5;136
29;1169;1180583;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.398;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.408;2017-12-01T15:50:25.606090;22410130;2017-12-01T14:50:26.407;2017-12-01T14:50:29.421;1.5;136
29;1169;1189986;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.421;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.409;2017-12-01T15:50:25.606121;22055020;2017-12-01T14:50:26.408;2017-12-01T14:50:29.443;1.5;136
29;1169;1186523;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.443;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.411;2017-12-01T15:50:25.606149;21994128;2017-12-01T14:50:26.410;2017-12-01T14:50:29.465;1.5;136
29;1169;1181184;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.465;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.412;2017-12-01T15:50:25.606179;22093547;2017-12-01T14:50:26.411;2017-12-01T14:50:29.488;1.5;136
29;1169;1197841;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.488;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.414;2017-12-01T15:50:25.606207;21918473;2017-12-01T14:50:26.413;2017-12-01T14:50:29.510;1.5;136
29;1169;1170244;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.510;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.415;2017-12-01T15:50:25.606234;39134578;2017-12-01T14:50:26.414;2017-12-01T14:50:29.549;1.5;136
29;1169;1216030;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.549;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.417;2017-12-01T15:50:25.606265;21646419;2017-12-01T14:50:26.416;2017-12-01T14:50:29.571;1.5;136
29;1169;1209913;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.571;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.419;2017-12-01T15:50:25.606292;21589588;2017-12-01T14:50:26.417;2017-12-01T14:50:29.593;1.5;136
29;1169;1205576;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.593;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.420;2017-12-01T15:50:25.606320;21594022;2017-12-01T14:50:26.419;2017-12-01T14:50:29.615;1.5;136
29;1169;1211878;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.615;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.422;2017-12-01T15:50:25.606350;21537981;2017-12-01T14:50:26.420;2017-12-01T14:50:29.637;1.5;136
29;1169;1189091;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.637;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.423;2017-12-01T15:50:25.606379;21520617;2017-12-01T14:50:26.422;2017-12-01T14:50:29.659;1.5;136
29;1169;1175260;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.659;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.425;2017-12-01T15:50:25.606409;21591907;2017-12-01T14:50:26.423;2017-12-01T14:50:29.680;1.5;136
29;1169;1202002;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.681;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.426;2017-12-01T15:50:25.606437;21710418;2017-12-01T14:50:26.425;2017-12-01T14:50:29.702;1.5;136
29;1169;1180855;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.703;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.428;2017-12-01T15:50:25.606464;21683939;2017-12-01T14:50:26.426;2017-12-01T14:50:29.724;1.5;136
29;1169;1194658;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.724;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.429;2017-12-01T15:50:25.606495;21609117;2017-12-01T14:50:26.428;2017-12-01T14:50:29.746;1.5;136
29;1169;1180438;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.746;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.431;2017-12-01T15:50:25.606523;21588258;2017-12-01T14:50:26.430;2017-12-01T14:50:29.768;1.5;136
29;1169;1177976;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.768;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.432;2017-12-01T15:50:25.606550;21940340;2017-12-01T14:50:26.431;2017-12-01T14:50:29.790;1.5;136
29;1169;1206231;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.790;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.434;2017-12-01T15:50:25.606581;21888290;2017-12-01T14:50:26.433;2017-12-01T14:50:29.812;1.5;136
29;1169;1204022;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.813;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.435;2017-12-01T15:50:25.606608;21746906;2017-12-01T14:50:26.434;2017-12-01T14:50:29.834;1.5;136
29;1169;1200206;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.835;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.437;2017-12-01T15:50:25.606639;21795198;2017-12-01T14:50:26.436;2017-12-01T14:50:29.857;1.5;136
29;1169;1206980;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.857;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.438;2017-12-01T15:50:25.606667;21821106;2017-12-01T14:50:26.437;2017-12-01T14:50:29.879;1.5;136
29;1169;1206038;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.879;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.440;2017-12-01T15:50:25.606694;21794753;2017-12-01T14:50:26.439;2017-12-01T14:50:29.901;1.5;136
29;1169;1228948;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.901;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.442;2017-12-01T15:50:25.606724;21870847;2017-12-01T14:50:26.440;2017-12-01T14:50:29.923;1.5;136
29;1169;1213891;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.923;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.443;2017-12-01T15:50:25.606752;21775066;2017-12-01T14:50:26.442;2017-12-01T14:50:29.945;1.5;136
29;1169;1199209;22;41;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;as number rohingya muslims fleeing bangladesh hits 400,000, bangladeshi authorities ordering people house members muslim minority, locals want sent home. via reuters tv   for story: ;2017-12-01T14:50:29.945;1_instance_2_test_batchsize_1000;2017-12-01T14:50:26.445;2017-12-01T15:50:25.606779;21858071;2017-12-01T14:50:26.443;2017-12-01T14:50:29.967;1.5;136
